数据来源,标题,内容,帖子主题,是否活动贴,回复数,点赞数,浏览数,分享数,互动率,综合互动得分,情绪标签,提及产品,产品属性标签,创建时间,发布日期,发布小时
C酱1区,开箱测评coc莓莓兔,"开箱测评coc莓莓兔
首先是开箱，箱子一打开引入眼帘的是包装上的莓莓兔的角色立绘，一打开我们会发现里面包含的东西有莓莓兔的专属明信片，和一个专属香片和一个衣服，使用体验非常的好，不论是舒适性，操控性，刺激性，都是一个比较均衡或偏高的水平，莓莓兔采用双通道设计，带给我们不同的体验及快感，杯子本体是半个手臂的长度，细节非常的逼真。整体来说，10分我是可以给到9分，这一款值得大家一试。心动毒盛",产品评测/开箱,否,2.0,2.0,95.0,1.0,0.0210526315789473,1.7,正面,莓莓兔,外观、通道、气味、通道刺激度,2026-07-03 17:02:29,2026/07/03,17
C酱1区,黄油1怎么清洗？,"黄油1怎么清洗？
马上就到暑假了，延迟发货的黄油小姐1马上也能用上了，就是我之前没有清洗的经验，想知道刚拿到手后是不是表面洗一下就行了，然后擦干水分用面巾纸可以吗",使用经验分享,否,0.0,0.0,25.0,0.0,0.0,0.0,正面,黄油小姐,清洗,2026-07-04 00:26:45,2026/07/04,0
C酱1区,标题五个字,"标题五个字
求推荐墨灵能穿的好看的衣服，自己搜半天找不到直接向吧友取经",求助/咨询,否,0.0,0.0,23.0,0.0,0.0,0.0,正面,,外观,2026-07-04 02:18:23,2026/07/04,2
C酱1区,新手第一次用杯子,"新手第一次用杯子
楼主是个小楚楠，前段时间好奇在网上的推荐下入手了慢玩的黄油小姐，今天上手试了试二十多分钟都没感觉，问一下大佬这样还有锻炼效果吗，要换买一个更赤激的吗",产品评测/开箱,否,0.0,0.0,25.0,0.0,0.0,0.0,正面,黄油小姐,通道刺激度,2026-07-05 14:23:47,2026/07/05,14
C酱1区,兄弟们新杯到手别用一次就下定论,"兄弟们新杯到手别用一次就下定论
是不是很多人都有这个经历：心心念念的杯子到手，第一次用，感觉也就那样，甚至有点失望，然后就扔角落吃灰了。或者更惨的，第一次体验不好，直接发帖开骂“又是智商税”。
我当初第一个杯子也是，第一次用的时候心想“就这?”，差点就丢了。但后面多试了几次才发现，诶，好像跟第一次不是同一个东西?",其他,否,0.0,0.0,34.0,0.0,0.0,0.0,负面,,,2026-07-05 19:18:51,2026/07/05,19
C酱1区,飞机杯可以帮助【延~时】吗？,"飞机杯可以帮助【延~时】吗？
飞机杯确实可以帮助锻炼男生的耐力，进而达到延时的效果，主要体现在以下两个方面：
脱敏作用：规律使用飞机杯可以帮助部分男性降低丁丁的敏感度，类似“耐受性训练”，方法也很简单，只让丁丁的头部在飞机杯中摩擦，来提高丁丁的耐受程度，进而延长实战的时间。
行为训练：帮助男性在diy的时候练习如何控制she精冲动，掌握动停技巧，方法为间歇式刺激丁丁，缓解发射的冲动，反复多次后提升自己对she精的控制能力。",使用经验分享,否,2.0,3.0,33.0,0.0,0.0606060606060606,1.7,正面,,材质、通道刺激度,2026-07-06 11:07:40,2026/07/06,11
C酱1区,xdm你们夏天用飞机杯还要加热吗,"xdm你们夏天用飞机杯还要加热吗
好热啊 我喜欢开着空调玩，为了体感更好，还会用加热棒加热了玩",其他,否,1.0,2.0,30.0,0.0,0.0333333333333333,1.0,正面,,电动功能,2026-07-06 11:57:03,2026/07/06,11
C酱1区,coc黄油小姐测评：极致的慢玩体验，夯！,"coc黄油小姐测评：极致的慢玩体验，夯！
实话实说，大大小小便携款、小型倒模我基本都试过，黄油小姐这款半身臀模直接改变了我对慢玩模具的印象，长期偏爱温和体验的人会很适配。",产品评测/开箱,否,3.0,1.0,36.0,0.0,0.0833333333333333,1.5000000000000002,正面,黄油小姐,材质、通道刺激度,2026-07-06 16:25:04,2026/07/06,16
C酱1区,大佬们，新手还缺什么,"大佬们，新手还缺什么
大佬们，事情是这样的，再过两天就放暑假了，买的黄油小姐也要到了，我买的是有润滑油 保护粉 清洁刷的套餐，我还额外买了店里的加热棒以及青蛙王子爽身粉，防水垫，那么我现在还需要什么",使用经验分享,否,2.0,0.0,46.0,0.0,0.0434782608695652,0.8,正面,黄油小姐,收纳、清洗、电动功能、通道刺激度,2026-07-06 18:13:32,2026/07/06,18
C酱1区,新手想买个飞机杯，有什么要注意的地方吗？,"新手想买个飞机杯，有什么要注意的地方吗？
最近👋的感觉越来越不得劲儿，而且时间越来越短了刚刚听说，飞机杯可以延时不知道真假，但这玩意儿种类太多了，我都不知道该选哪个，求懂的老哥给点建议，有好玩的杯子也可以推荐一下，省得我还要做攻略",求助/咨询,否,7.0,25.0,8922.0,2.0,0.0007845774490024,10.9,正面,,,2026-07-06 19:28:14,2026/07/06,19
C酱1区,40 斤墨灵全身上手一周实测，全身的沉浸感绝了！,"40 斤墨灵全身上手一周实测，全身的沉浸感绝了！
入手 COC 墨灵 40 斤全身模整整一周，每天上手体验，抛开开箱新鲜感，客观聊聊完整全身模和半身模的巨大差距，纯真实感受不吹不黑。",产品评测/开箱,否,4.0,0.0,62.0,1.0,0.064516129032258,1.9,正面,,材质,2026-07-06 19:35:23,2026/07/06,19
C酱1区,寄杯子回学校有点尴尬,"寄杯子回学校有点尴尬
寄杯子回学校有点尴尬之前买过一次，顺路跑到教学楼厕所把快递盒拆了然后连杯带盒装到书包里，回去把书包扔床上床帘一拉，趁着舍友打游戏偷偷拆开了。跟偷鸡似的特别怕舍友突然拉开床帘还有什么策略吗",其他,否,0.0,0.0,26.0,0.0,0.0,0.0,中性,,,2026-07-06 22:20:05,2026/07/06,22
C酱1区,OMG！这些操作会让niuniu提前退休…,"OMG！这些操作会让niuniu提前退休…
兄弟们说个正经且关键的事！！
很多男生都觉得，身体机能是天生的，只要没疼没痛、没生病，状态就一直在线，根本不用刻意养护。
大错特错！！咱们的niuniu根本不是“永动机”，特别娇气，很多日常不起眼的坏习惯，日积月累下来，会直接让它早衰、状态暴跌，年纪轻轻就提前“退休”。
不少兄弟明明二十多岁、三十出头，就出现疲软、乏力、状态不稳定、敏感度下降的情况，真不是天赋问题，全是日常瞎造出来的！
今天盘点几个最伤的致命操作，中招的赶紧改，来得及！🙏",闲聊/水贴,否,6.0,1.0,58.0,0.0,0.1034482758620689,2.7,中性,,通道、材质、通道刺激度,2026-07-07 09:42:29,2026/07/07,9
C酱1区,想要一个半身娃娃,"想要一个半身娃娃
lz最近一直在玩杯子感觉已经有点腻了，是时候该进阶一下了，纠结大屯还是半身，因为半身有熊有屯最后决定入手一个20斤以内的半身，有没有老哥玩过的给点意见",其他,否,5.0,1.0,50.0,1.0,0.1,2.5999999999999996,中性,,,2026-07-07 12:14:31,2026/07/07,12
C酱1区,黄油小姐咋入手划算呢,"黄油小姐咋入手划算呢
lz还是个新手还没用用过杯杯，想要在暑假在家好好玩玩，看来看去黄油小姐很符合我的xp，想问问兄弟们咋入手便宜呢。还有我点进去有个超级秒杀，是要等到晚上20点后入手吗？",求助/咨询,否,2.0,0.0,30.0,1.0,0.0666666666666666,1.1,正面,黄油小姐,,2026-07-07 12:19:02,2026/07/07,12
C酱1区,各年龄段男生✈频率建议+1,"各年龄段男生✈频率建议+1
",其他,否,1.0,2.0,315.0,1.0,0.0031746031746031,1.3,中性,,,2026-07-07 14:22:17,2026/07/07,14
C酱1区,想要一个全身娃娃,"想要一个全身娃娃
哎呀最近真的疯狂想要一个带腿的娃，脑袋里有超多玩法，目前看上这款墨灵感觉还不错，想问下吧友们这款咋样啊，值得入手么，还有错过了618还有好价吗？",其他,否,3.0,1.0,87.0,0.0,0.0344827586206896,1.5000000000000002,正面,,,2026-07-07 18:28:50,2026/07/07,18
C酱1区,好好犒劳自己,"好好犒劳自己
看群里水友玩儿的大辟谷香昏了，馋得我赶紧入手了一个屯模，牛马是时候该犒劳犒劳自己了！",产品评测/开箱,否,0.0,0.0,20.0,0.0,0.0,0.0,正面,,通道、气味,2026-07-07 19:39:06,2026/07/07,19
C酱1区,223入手黄油小姐一代,"223入手黄油小姐一代
受够手了，来个杯杯爽一下，普通的太小没感觉，太大又不好放，还是小屯美味",其他,否,1.0,0.0,37.0,0.0,0.027027027027027,0.4,正面,黄油小姐,外观、收纳、通道刺激度,2026-07-07 21:10:34,2026/07/07,21
C酱1区,一般等不到播完（已经去洗✈杯了）,"一般等不到播完（已经去洗✈杯了）
兄弟萌，玩的时候喜欢看点资料吗？",其他,否,0.0,0.0,8.0,0.0,0.0,0.0,正面,,外观、清洗,2026-07-08 09:30:02,2026/07/08,9
C酱1区,杯子入手前必看,"杯子入手前必看
想入杯子的兄弟别划走，避坑干货来了：①选款匹配敏感度，新手慢玩、老手进阶；②润滑是必需品，体验更好还保护材质；③收纳避光干燥，避免材质出油老化。",使用经验分享,否,1.0,0.0,21.0,0.0,0.0476190476190476,0.4,中性,,收纳、清洗、材质、通道刺激度,2026-07-08 10:12:28,2026/07/08,10
C酱1区,xdm，想入一个可以抱着睡觉的,"xdm，想入一个可以抱着睡觉的
rt，屯已经买了好几个了，现在就想有个可以抱着睡觉的，不知道这种需求的话要不要带腿，有没有大佬可以推荐一下，预算不太高，使用第二，抱着睡觉第一",求助/咨询,否,7.0,2.0,101.0,1.0,0.0693069306930693,3.7,正面,,,2026-07-08 15:59:47,2026/07/08,15
C酱1区,都说赤鸢黑皮好看，直到我自己入了……,"都说赤鸢黑皮好看，直到我自己入了……
之前看吧里老哥天天发赤鸢，说黑皮有味道，我还不信，觉得白皮不是更干净吗？直到前天脑子一热下了单，今天到货啦，一眼值！",其他,否,3.0,0.0,52.0,0.0,0.0576923076923076,1.2000000000000002,正面,赤鸢,外观、气味,2026-07-08 16:28:22,2026/07/08,16
C酱1区,男人过了25真的不行吗,"男人过了25真的不行吗
lz还没有到，但真的好奇，有没有兄弟现身说法呢",其他,否,1.0,1.0,40.0,0.0,0.025,0.7,正面,,,2026-07-08 16:36:05,2026/07/08,16
C酱1区,夏天太热了，要是能拥有一个半身娃娃,"夏天太热了，要是能拥有一个半身娃娃
冰冰凉凉的岂不是特别舒服？拥有赤鸢的兄弟能不能说说体验感好吗？我是看吧友发的外形有点心动，想要做抱枕",闲聊/水贴,否,3.0,0.0,34.0,0.0,0.088235294117647,1.2000000000000002,正面,赤鸢,外观,2026-07-08 16:37:10,2026/07/08,16
C酱1区,相亲又黄了，回来看着角落里的fjb，突然觉得比人靠谱多了,"相亲又黄了，回来看着角落里的fjb，突然觉得比人靠谱多了
如题，有点深夜emo。今天又被发好人卡了，说我太闷。回到家，看着那个一直安静躺在角落的小杯杯，突然觉得有点心酸。杯子也好，娃娃也罢，它们不会嫌弃你，不会提要求，你随时需要，它都在那里。我知道这么说很宅，但那一刻，我真觉得它比真人更懂我。回归正题，想问问大家，我这种情况是不是太沉迷了？我平时也就一周用5-6次，主要是真的很舒服，尤其是暴力冲。但今晚这情绪一来，突然觉得有点离不开它了。另外也想问问，有没有同样情况的兄弟，你们是怎么平衡这种沉迷玩杯和现实社交的？我是不是该把它处理掉，逼自己一把？哎，纠结。",求助/咨询,否,3.0,0.0,36.0,0.0,0.0833333333333333,1.2000000000000002,正面,,材质,2026-07-08 16:48:26,2026/07/08,16
C酱1区,我这样说没问题吧杯子太久不用还能继使用吗,"我这样说没问题吧杯子太久不用还能继使用吗
放太久不用，先看保存状态：干燥密封、无暴晒受潮的话，清洗消毒后大概率能用。
若出现材质发黄变硬、开裂发黏，或有异味霉点，直接丢弃别用，避免刺激皮肤。
使用前用温水+专用清洗剂彻底清洁，晾干再用更安全。",其他,否,0.0,0.0,22.0,0.0,0.0,0.0,负面,,清洗、气味、材质、通道刺激度、收纳,2026-07-08 19:18:08,2026/07/08,19
C酱1区,我这样说没问题吧杯子太久不用还能继使用吗,"我这样说没问题吧杯子太久不用还能继使用吗
放太久不用，先看保存状态：干燥密封、无暴晒受潮的话，清洗消毒后大概率能用。
若出现材质发黄变硬、开裂发黏，或有异味霉点，直接丢弃别用，避免刺激皮肤。
使用前用温水+专用清洗剂彻底清洁，晾干再用更安全。",其他,否,1.0,0.0,25.0,0.0,0.04,0.4,负面,,清洗、气味、材质、通道刺激度、收纳,2026-07-08 19:18:48,2026/07/08,19
C酱1区,用可可狼姬提升了一个层次,"用可可狼姬提升了一个层次
没控制住直接冲太快，贤者模式半小时缓不过来，后劲比预想的大，得悠着点来。结束后直接躺了快一小时，啥也不想干，连刷手机都没兴趣，整个人都放空了",其他,否,1.0,0.0,26.0,0.0,0.0384615384615384,0.4,正面,可可狼姬,收纳,2026-07-09 09:48:27,2026/07/09,9
C酱1区,上热搜的陪伴机器人！买不起！但是买得起低价平替的娃娃！,"上热搜的陪伴机器人！买不起！但是买得起低价平替的娃娃！
上热搜的AI陪伴机器人，一个最便宜的要十几万，最贵的有几十万块钱，在我们这个小县城能买套房了信不信！
虽然距离AI大众普及我觉得还挺遥远的，至少在我这头牛还能犁地的年代估计是看不到了，但是最贵的，也就是那个AI功能，咱们不要那个AI，光CCB的话，似乎好像不用多少钱？#coc墨灵#",求助/咨询,否,8.0,1.0,67.0,0.0,0.1194029850746268,3.5,正面,,,2026-07-09 10:56:18,2026/07/09,10
C酱1区,想买coc赤鸢,"想买coc赤鸢
现在买赤鸢是不是晚了，怎么叠券",其他,否,3.0,0.0,45.0,1.0,0.0666666666666666,1.5000000000000002,中性,赤鸢,,2026-07-09 15:47:05,2026/07/09,15
C酱1区,分享一个赤鸢的沉浸式玩法,"分享一个赤鸢的沉浸式玩法
入赤鸢快一周了，今天终于找到了最舒服的打开方式！",其他,否,3.0,0.0,57.0,2.0,0.0526315789473684,1.8000000000000005,正面,赤鸢,,2026-07-09 15:54:06,2026/07/09,15
C酱1区,大佬们问一下杯子配件吸水棒,"大佬们问一下杯子配件吸水棒
不用我就一直放阁楼存放，现在未端发黄了，这种是要换了吗，能给我讲讲吗?",其他,否,1.0,0.0,24.0,0.0,0.0416666666666666,0.4,正面,,收纳,2026-07-09 17:23:26,2026/07/09,17
C酱1区,第一次买飞机杯，重量是不是越重越好？,"第一次买飞机杯，重量是不是越重越好？
想问下各位前辈，新手到底该选多重的？……是不是越重越好？感觉重的更有质感、更接近榛仁，但又怕太重拿着累、手酸。之前看评论有人说轻的太假，有经验的兄弟指点一下？",其他,否,4.0,0.0,82.0,0.0,0.048780487804878,1.6,正面,,材质,2026-07-09 18:15:20,2026/07/09,18
C酱1区,电动小半身到底好不好玩啊？,"电动小半身到底好不好玩啊？
看上了coc家的诺诺亚，真的很喜欢啊，小半身，一只手刚好拿住。但是没用过电动的杯，这个用起来感觉怎么样啊，到底是不是智商税？",其他,否,4.0,0.0,52.0,0.0,0.0769230769230769,1.6,正面,诺诺亚,电动功能,2026-07-09 19:06:48,2026/07/09,19
C酱1区,飞机杯真的跟守不一样吗？,"飞机杯真的跟守不一样吗？
飞机杯真的跟五菇凉不一样吗？用shou都快起茧了，听说飞机杯更騻，但会不会其实就那样？第一次想买，有用过的说说真实区别",闲聊/水贴,否,11.0,1.0,276.0,1.0,0.0398550724637681,5.0,正面,,材质,2026-07-09 19:08:42,2026/07/09,19
C酱1区,台风要来了，我娃娃要丢吗,"台风要来了，我娃娃要丢吗
我才刚刚入手没几天，巴威台风就来了，我要不要现在给减了丢了？？？",资讯/新品,否,0.0,0.0,276.0,0.0,0.0,0.0,中性,,,2026-07-09 21:35:16,2026/07/09,21
C酱1区,选哪个呢？,"选哪个呢？
我全都要！",求助/咨询,否,1.0,1.0,41.0,0.0,0.024390243902439,0.7,中性,,,2026-07-10 10:20:39,2026/07/10,10
C酱1区,夏天玩半身，这3个坑千万别踩！,"夏天玩半身，这3个坑千万别踩！
特别是清洗和存放，别等发霉了来哭。入夏了，看到好多兄弟问半身娃娃怎么清理、怎么保存。我玩这个两年多，踩过不少坑，给大家总结几点。",其他,否,7.0,29.0,4912.0,0.0,0.0014250814332247,11.5,中性,,收纳、清洗,2026-07-10 11:00:15,2026/07/10,11
C酱1区,xdm润滑液该涂多少呢？,"xdm润滑液该涂多少呢？
鼠鼠刚入门，请问下大佬们，不知道新手标准用量多少？屯和手持杯涂法有区别吗？",求助/咨询,否,2.0,0.0,54.0,0.0,0.037037037037037,0.8,中性,,,2026-07-10 11:01:05,2026/07/10,11
C酱1区,有没有推荐的润滑油,"有没有推荐的润滑油
之前送的小包装都用完了，想买个瓶装的了。之前还通过沐浴露玩，有点垃圾。
这次斥巨资，搞个好点的，不知道能不能提升使用体验",求助/咨询,否,0.0,0.0,24.0,0.0,0.0,0.0,正面,,,2026-07-10 17:48:56,2026/07/10,17
C酱1区,硅胶屯模比tpe的更好用吗？区别是什么？,"硅胶屯模比tpe的更好用吗？区别是什么？
萌新想问一下硅胶和TPE哪个更舒服呀，目前就听说TPE软硅胶硬点，那为啥硅胶比TPE贵那么多，TPE软的话不是应该更舒服吗？",求助/咨询,否,6.0,0.0,83.0,0.0,0.072289156626506,2.4000000000000004,正面,,外观、材质,2026-07-10 20:59:32,2026/07/10,20
C酱1区,终于放假了，快给我推荐个巨巨巨好用的斐济杯吧！！,"终于放假了，快给我推荐个巨巨巨好用的斐济杯吧！！
兄弟们，鼠鼠终于放假了，不用跟舍友住想入手个杯子，没啥要求就要能然让我这个小白漺的，有推荐吗？",其他,否,3.0,0.0,47.0,0.0,0.0638297872340425,1.2000000000000002,正面,,收纳,2026-07-10 21:02:52,2026/07/10,21
C酱1区,黄油二代有没有更优惠的方法,"黄油二代有没有更优惠的方法
看了下领个200-60的券黄油二代270只能拿下，请问各位老哥还有没有更优惠的办法",求助/咨询,否,0.0,0.0,25.0,0.0,0.0,0.0,中性,,,2026-07-11 00:13:00,2026/07/11,0
C酱1区,诺诺亚跟莓莓兔次级度对比,"诺诺亚跟莓莓兔次级度对比
有没有大佬知道诺诺亚跟莓莓兔哪个次级度更高 本人只有诺诺亚感觉挺次级度挺高的不知道莓莓兔是什么感觉",其他,否,1.0,1.0,24.0,0.0,0.0416666666666666,0.7,中性,莓莓兔、诺诺亚,通道刺激度,2026-07-11 01:09:01,2026/07/11,1
C酱1区,需要极致的刺激感,"需要极致的刺激感
rt，阿达西已经不是新手了，可可狼姬二代已经能连凿小半小时不缴械了，有没有追求极致的爽感的圣杯",其他,否,1.0,1.0,70.0,0.0,0.0142857142857142,0.7,正面,可可狼姬,通道刺激度,2026-07-11 18:49:58,2026/07/11,18
C酱1区,赤鸢567是好价吗？,"赤鸢567是好价吗？
问下你们的价格都是多少？",其他,否,3.0,0.0,82.0,0.0,0.0365853658536585,1.2000000000000002,正面,赤鸢,,2026-07-12 11:41:50,2026/07/12,11
C酱1区,这得多大的鼙鼓才能办到😦,"这得多大的鼙鼓才能办到😦
",其他,否,2.0,7.0,4125.0,0.0,0.0004848484848484,2.9000000000000004,中性,,,2026-07-12 14:38:23,2026/07/12,14
C酱1区,好难选呀吧友们,"好难选呀吧友们
想了想，饨还是太大了一点，而且双通道很难清理。有没有1kg左右的？可以锻炼的那种。价格在200左右。太大了不好清理，太小了，又没体验。我感觉1kg左右。还可以",其他,否,0.0,0.0,23.0,0.0,0.0,0.0,正面,,通道、通道刺激度,2026-07-12 16:39:22,2026/07/12,16
C酱1区,赤鸢测评来了,"赤鸢测评来了
今天来更一期赤鸢使用后的总结，我拿到手已经一周多了，先说重点，使用体验磁极感爆棚！！重量很足，但是作为少有的次级款的半身，磁极程度和撞击感不比任何其他的半身差。",产品评测/开箱,否,0.0,0.0,22.0,0.0,0.0,0.0,负面,赤鸢,通道刺激度,2026-07-12 22:20:17,2026/07/12,22
C酱1区,闲鱼的赤鸢这么便宜吗？靠谱不,"闲鱼的赤鸢这么便宜吗？靠谱不
说是支持验证，真的假的",其他,否,1.0,0.0,20.0,0.0,0.05,0.4,正面,赤鸢,,2026-07-12 23:15:50,2026/07/12,23
C酱1区,想要次鸡的，可可狼姬二代怎么样？值得入吗？,"想要次鸡的，可可狼姬二代怎么样？值得入吗？
老哥们求救！最近想入个ciji点的小屯，刷到可可狼姬二代满月款，黑皮狩猎女王那个设定太戳我了，3.7KG 双通道，宣传说ciji度拉满。是真的吗？求真实体验，怕踩坑！现在很多杯子用几次就松了，太扫兴了",其他,否,6.0,6.0,3426.0,0.0,0.0017513134851138,4.2,负面,可可狼姬,通道、材质、通道刺激度,2026-07-13 11:32:18,2026/07/13,11
C酱1区,✈杯怎么才算洗干净了？,"✈杯怎么才算洗干净了？
lz最近考研压力太大※压抑了入手了一个飞机杯，用是好用，但是润滑有点难洗掉，要洗好几次，是不是得买清洗液来洗啊？",产品评测/开箱,否,7.0,1.0,349.0,0.0,0.0200573065902578,3.1,正面,,清洗,2026-07-13 15:54:50,2026/07/13,15
C酱1区,求问，大家用飞机杯的时间跟对象实战的时间一样吗,"求问，大家用飞机杯的时间跟对象实战的时间一样吗
小弟杯杯经历多，但女朋友经历空白，一直很好奇这个问题，求大佬指教！",其他,否,0.0,0.0,54.0,0.0,0.0,0.0,正面,,材质,2026-07-13 15:58:47,2026/07/13,15
C酱1区,飞机杯有这么好玩吗？,"飞机杯有这么好玩吗？
有点好奇，想要弄一个ciji的玩玩，有推荐吗？",其他,否,9.0,1.0,70.0,1.0,0.1285714285714285,4.2,正面,,,2026-07-13 19:24:31,2026/07/13,19
C酱1区,coc墨灵 40 斤全身真的值得入手吗？,"coc墨灵 40 斤全身真的值得入手吗？
玩过星梨奈电动半身、赤鸢 14 斤黑皮半身，用了大半年了想要换一个大一点的，刷到墨灵这款等比例全身模，看参数 120cm、40 斤，现在看是14张。也看过其他几款全身，好几千了，想问问兄弟们墨灵怎么样，值得入手吗？",求助/咨询,否,5.0,0.0,68.0,2.0,0.0735294117647058,2.6,正面,赤鸢、星梨奈,电动功能,2026-07-13 19:28:46,2026/07/13,19
C酱1区,怎么清洁打理,"怎么清洁打理
入手赤鸢超爱，但怕打理不当影响使用寿命，平时就温水冲+晾干，有没有同款用赤鸢的兄弟？分享下你们的清洁打理小技巧呗！",使用经验分享,否,0.0,0.0,16.0,0.0,0.0,0.0,正面,赤鸢,噪音、清洗,2026-07-13 23:41:39,2026/07/13,23
C酱1区,这款用着真不错,"这款用着真不错
可可狼姬真不错，鼠鼠 m m m m m m我毕业了就和大学里谈的女朋友分开了，各回各家，异地在不同的城市，每天一个人孤单寂寞冷，用手又没有人舒服又不敢出去找，听吧友推荐入手，确实挺不错的",其他,否,0.0,0.0,22.0,0.0,0.0,0.0,正面,可可狼姬,材质,2026-07-13 23:41:56,2026/07/13,23
C酱2区,真的有人可以20+，30吗？😯,"真的有人可以20+，30吗？😯
",其他,否,22.0,65.0,6909.0,3.0,0.003184252424374,29.2,正面,,,2025-06-20 09:53:25,2025/06/20,9
C酱2区,？？？？？？,"？？？？？？
",其他,否,0.0,0.0,118.0,2.0,0.0,0.6,中性,,,2025-08-12 17:44:15,2025/08/12,17
C酱2区,拆家完成了,"拆家完成了
",其他,否,0.0,0.0,111.0,2.0,0.0,0.6,中性,,,2025-08-12 17:45:56,2025/08/12,17
C酱2区,第一眼赛车服,"第一眼赛车服
",其他,否,0.0,0.0,115.0,2.0,0.0,0.6,中性,,,2025-08-12 17:52:15,2025/08/12,17
C酱2区,之前是干嘛去了？,"之前是干嘛去了？
",其他,否,0.0,0.0,108.0,1.0,0.0,0.3,中性,,,2025-08-12 17:54:24,2025/08/12,17
C酱2区,原本啥意思来着,"原本啥意思来着
",其他,否,0.0,0.0,119.0,2.0,0.0,0.6,中性,,,2025-08-12 17:54:32,2025/08/12,17
C酱2区,能不能等我方便的时候再问~,"能不能等我方便的时候再问~
",其他,否,0.0,0.0,101.0,2.0,0.0,0.6,中性,,,2025-08-12 17:54:52,2025/08/12,17
C酱2区,兄弟就是用来坑的,"兄弟就是用来坑的
",其他,否,0.0,0.0,109.0,2.0,0.0,0.6,负面,,,2025-08-12 17:55:36,2025/08/12,17
C酱2区,学霸也偏科,"学霸也偏科
",其他,否,0.0,0.0,121.0,1.0,0.0,0.3,中性,,,2025-08-12 18:06:00,2025/08/12,18
C酱2区,你真的很好，只是你不知道,"你真的很好，只是你不知道
",其他,否,0.0,0.0,115.0,2.0,0.0,0.6,正面,,,2025-08-12 18:21:35,2025/08/12,18
C酱2区,真的很需要啊,"真的很需要啊
",其他,否,0.0,0.0,119.0,2.0,0.0,0.6,中性,,,2025-08-12 18:49:55,2025/08/12,18
C酱2区,真有这么快吗？,"真有这么快吗？
",其他,否,0.0,0.0,112.0,1.0,0.0,0.3,中性,,,2025-08-12 20:06:53,2025/08/12,20
C酱2区,啊这。。。,"啊这。。。
",其他,否,0.0,0.0,123.0,1.0,0.0,0.3,中性,,,2025-08-12 20:08:09,2025/08/12,20
C酱2区,这是那首歌？,"这是那首歌？
",其他,否,0.0,0.0,125.0,1.0,0.0,0.3,中性,,,2025-08-12 20:09:38,2025/08/12,20
C酱2区,一但下了就......,"一但下了就......
",其他,否,0.0,0.0,123.0,1.0,0.0,0.3,中性,,,2025-08-12 20:12:20,2025/08/12,20
C酱2区,想看崩铁了,"想看崩铁了
",其他,否,0.0,0.0,117.0,1.0,0.0,0.3,中性,,,2025-08-12 20:13:18,2025/08/12,20
C酱2区,那很认干了,"那很认干了
",其他,否,0.0,0.0,121.0,1.0,0.0,0.3,中性,,,2025-08-12 20:23:23,2025/08/12,20
C酱2区,我恨！！！,"我恨！！！
",其他,否,0.0,0.0,104.0,1.0,0.0,0.3,中性,,,2025-08-12 20:30:34,2025/08/12,20
C酱2区,学妹觉得怎么样？,"学妹觉得怎么样？
",其他,否,0.0,0.0,102.0,1.0,0.0,0.3,中性,,,2025-08-12 20:32:46,2025/08/12,20
C酱2区,真的需要这么长时间吗？,"真的需要这么长时间吗？
",其他,否,9.0,1.0,215.0,3.0,0.041860465116279,4.8,中性,,,2025-08-12 22:15:35,2025/08/12,22
C酱2区,我可以做你朋友吗,"我可以做你朋友吗
我可以做你朋友吗",其他,否,0.0,9.0,47.0,4.0,0.0,3.899999999999999,正面,,,2025-08-12 22:26:19,2025/08/12,22
C酱2区,出门在外身份是妹妹给的,"出门在外身份是妹妹给的
",其他,否,0.0,0.0,102.0,2.0,0.0,0.6,中性,,,2025-08-13 18:15:32,2025/08/13,18
C酱2区,有全人类都同意，没有任何人反驳的那种观点么？,"有全人类都同意，没有任何人反驳的那种观点么？
",其他,否,0.0,3.0,125.0,1.0,0.0,1.2,中性,,,2025-08-13 18:23:16,2025/08/13,18
C酱2区,如何看待“罪恶平摊论”？,"如何看待“罪恶平摊论”？
",其他,否,0.0,0.0,30.0,1.0,0.0,0.3,中性,,,2025-08-13 18:33:19,2025/08/13,18
C酱2区,修车店会故意弄坏车吗？,"修车店会故意弄坏车吗？
",其他,否,0.0,0.0,124.0,1.0,0.0,0.3,负面,,,2025-08-13 18:40:53,2025/08/13,18
C酱2区,在职场上还是很炸裂的……,"在职场上还是很炸裂的……
",其他,否,0.0,13.0,94.0,1.0,0.0,4.2,中性,,,2025-08-13 19:01:03,2025/08/13,19
C酱2区,到底怎么就不一样了,"到底怎么就不一样了
",其他,否,0.0,0.0,111.0,1.0,0.0,0.3,中性,,,2025-08-13 20:11:47,2025/08/13,20
C酱2区,挑战失败！,"挑战失败！
",其他,否,0.0,3.0,112.0,1.0,0.0,1.2,中性,,,2025-08-13 20:23:11,2025/08/13,20
C酱2区,这真的是老天爷赏小米吃,"这真的是老天爷赏小米吃
",其他,否,0.0,0.0,122.0,1.0,0.0,0.3,中性,,,2025-08-13 20:47:02,2025/08/13,20
C酱2区,太形象了！,"太形象了！
",其他,否,0.0,0.0,116.0,1.0,0.0,0.3,中性,,,2025-08-13 21:08:06,2025/08/13,21
C酱2区,什么是孝顺？,"什么是孝顺？
",其他,否,1.0,0.0,137.0,0.0,0.0072992700729927,0.4,中性,,,2025-08-13 21:16:15,2025/08/13,21
