数据来源,内容,点赞数,情绪标签,意图标签,提及产品,产品属性标签,发布时间
C酱1区,好用吗？,0,正面,其他,,,2026-03-30 16:34:07
C酱1区,在这里，还有幽！会！ http://tieba.baidu.com/mo/q/checkurl?url=https%3A%2F%2Fshop.m.taobao.com%2Fshop%2Fsr.htm%3Fp%3DD1qd6Il_nYpgg_8_vlBiL&urlrefer=4c6d8791786d73b28508791a3e5dd3a8,0,中性,咨询问题,,,2026-03-30 17:49:16
C酱1区,如果比较闵感那就还是1代吧，1代更适合新手,0,中性,其他,,,2026-03-30 17:50:50
C酱1区,谢谢☺️，不过你有没想过她才12cm的通道，我用黄油小姐都是抵着都，不过因为是吞没，又弥补了这个缺陷。,0,中性,吐槽不满,黄油小姐,通道,2026-03-30 18:44:27
C酱1区,,0,中性,其他,,,2026-03-30 21:35:35
C酱1区,两个大小差不多但外形差距挺大的，你喜欢哪个选哪个呗，跟着第一感觉来,0,中性,购买意向,,外观,2026-03-30 22:13:53
C酱1区,材质还不错，可以不戴,0,正面,其他,,材质,2026-03-30 22:26:58
C酱1区,挺好用的，吮xi很有感觉,0,正面,使用反馈,,,2026-03-30 22:27:36
C酱1区,是的,0,中性,其他,,,2026-03-31 09:47:45
C酱1区,zhen动声音跟电动牙刷差不多，宿舍如果有独卫可以洗澡的时候用，它是防水的,0,中性,其他,,噪音、清洗、电动功能,2026-03-31 10:14:52
C酱1区,强 莓莓兔🐰前通道14cm，我都觉得我🐮🐮有点短 niuniu要是能再长点肯定体验感更好🤣,0,正面,使用反馈,莓莓兔,通道,2026-03-31 11:02:23
C酱1区,沉浸感十足，实用性与美观兼顾，赤鸢不是花瓶,0,中性,其他,赤鸢,外观、材质,2026-03-31 11:04:08
C酱1区,12-13cm就够了哦,0,中性,其他,,,2026-03-31 11:06:27
C酱1区,不会哦,0,中性,其他,,,2026-03-31 11:57:33
C酱1区,纯新手可以从小杯、慢玩杯入手；不过赤鸢可以作为半身类型的入门款还是不错的选择的,0,正面,吐槽不满,赤鸢,通道刺激度,2026-03-31 11:59:18
C酱1区,细节很到位，颜色就跟吧友发的一样没有色差,0,负面,其他,,外观,2026-03-31 11:59:58
C酱1区,都上国补了,0,中性,其他,,,2026-03-31 13:36:07
C酱1区,黑皮健美~,0,中性,其他,,外观,2026-03-31 13:36:31
C酱1区,选择医用级或者食用级别的,0,中性,其他,,,2026-03-31 16:08:27
C酱1区,如果用得频繁可以每周一两次,0,正面,其他,,,2026-03-31 16:08:50
C酱1区,挺好的,0,正面,其他,,,2026-03-31 16:10:00
C酱1区,,0,中性,其他,,,2026-03-31 17:15:12
C酱1区,6,0,中性,其他,,,2026-03-31 17:41:41
C酱1区,刚好我上个月入手了赤鸢，我来说说八，通道很不错了，后通道更紧，前通道三段式仿生通道，也是体验感的精髓所在，包虢感温柔又贴合，没有生硬的摩差感，cj属于中等,0,正面,购买意向,赤鸢,通道、材质,2026-03-31 17:59:33
C酱1区,可以，先手动再电动挡，我觉得新手也能用,0,正面,使用反馈,,电动功能,2026-03-31 18:19:29
C酱1区,新手期用星梨奈1代就好了，先手动再电动，一次性体验两个杯才一百多，性价比杠杠的,0,正面,使用反馈,星梨奈,电动功能,2026-03-31 18:20:17
C酱1区,唉，双11的时候都没有刷到赤鸢，现在距离下一个大促也太远了，还好现在也有国补，叠加下来581拿下,0,正面,使用反馈,赤鸢,,2026-03-31 18:21:11
C酱1区,咋样啊,0,中性,其他,,,2026-03-31 18:24:50
C酱1区,想用购物金，要拼单吗,0,中性,其他,,,2026-03-31 18:52:33
C酱1区,这个清洗设计真心没话，好使,0,正面,其他,,外观、清洗,2026-03-31 18:53:26
C酱1区,电器才需要当面开箱，国补杯子不会当面开箱,0,中性,其他,,,2026-03-31 19:39:20
C酱1区,包的，我用那个冲洗软管洗可可狼姬都洗得挺干净的,0,正面,其他,可可狼姬,清洗、材质,2026-03-31 20:03:09
C酱1区,选2代,0,中性,其他,,,2026-03-31 20:23:05
C酱1区,床底下或者柜子里,0,中性,其他,,,2026-03-31 21:33:28
C酱1区,🎉,0,中性,其他,,,2026-03-31 21:34:20
C酱1区,可以了,0,正面,其他,,,2026-03-31 21:34:43
C酱1区,官方说是2代,0,中性,其他,,,2026-03-31 21:44:15
C酱1区,萌新小白想问下真的比用手好吗？,0,正面,使用反馈,,外观,2026-03-31 21:44:58
C酱1区,是的，还有锻炼要慢，满满玩，太快了也锻炼不到位,0,中性,吐槽不满,,通道刺激度,2026-03-31 21:45:50
C酱1区,老哥咋整的这么便宜,5,中性,其他,,,2026-04-01 01:31:10
C酱1区,蹲蹲活动吧，国补+吧友卷，再加上tb活动，可以凑凑,0,正面,其他,,,2026-04-01 09:05:17
C酱1区,看个人喜好哦，这两个都有慢玩款，都可以用来锻炼的,0,正面,吐槽不满,,通道刺激度,2026-04-01 09:40:31
C酱1区,6，莓莓兔好像有15cml来着吧,0,正面,其他,莓莓兔,,2026-04-01 09:52:58
C酱1区,练练呗,0,中性,其他,,,2026-04-01 09:54:01
C酱1区,用不完可以退的,0,正面,其他,,,2026-04-01 09:54:38
C酱1区,使用就不说了，清洗用个大盆用手洗,0,中性,其他,,清洗,2026-04-01 09:55:19
C酱1区,吧友：从5分钟变成10分钟，其实关键点是“如何去使用”！ 很多人上手就开到最大档位，身体并没准备好承受这样强度的榨干，当然会很快就寸出来了，大脑体验到了短时间高强度的快乐，自然会产生“成瘾性”，,0,正面,咨询问题,,材质、通道刺激度,2026-04-01 11:55:47
C酱1区,导致你在后面很长的时间里，自然而然的开到最大档快速震出来，哪怕你意识到这一点，也无法抵挡大脑的直接指令！所以很多人已经养成了一个很不好的习惯，急切需要纠正,0,正面,吐槽不满,,,2026-04-01 11:55:53
C酱1区,阶段一：纯手动→让身体接受“新材质”带来的享受，遏制超速刷新阈值上限！由于TPE材质的特殊性，不开电动的时候使用，刺激度是不如五指山的，这就是一个非常好的入门级体验，让身体意识到，自己换了一种方式起飞~刚开始润滑油可以多一点，适应后再逐步减少！！,0,正面,使用反馈,,电动功能、材质、通道刺激度,2026-04-01 11:56:13
C酱1区,阶段二：电动→低频1-3档开始体验酥酥麻麻将低频作为长期使用的频率，通过配合手动的方式，交替延长使用星梨奈的时间，将感觉控制在一个“舒服但是又不会太刺激”的范围里，渐渐的养成一个时间观念，规定自己多少分钟才能寸出来~,0,正面,吐槽不满,星梨奈,电动功能、通道刺激度,2026-04-01 11:56:22
C酱1区,想要越用越强，动停法只是最基础的方式，还有其他很多的锻炼方式，比如做凯格尔运动这种随时随地来一下的方式！总之，如果大家跟着我的方式一起锻炼，我相信兄弟们也会和我一样，越来越强~如果有更好的方式，也欢迎一起交流~希望大家都能摆脱闪电的称号，越来越强！,0,正面,使用反馈,,通道刺激度,2026-04-01 11:56:33
C酱1区,吧~友~卷~：http://tieba.baidu.com/mo/q/checkurl?url=https%3A%2F%2Fshop.m.taobao.com%2Fshop%2Fsr.htm%3Fp%3DD1qd6Il_nYpgg_8_vlBiL&urlrefer=4c6d8791786d73b28508791a3e5dd3a8,0,中性,咨询问题,,,2026-04-01 11:58:30
C酱1区,加热棒很方便,0,正面,其他,,电动功能,2026-04-01 14:23:27
C酱1区,6,0,中性,其他,,,2026-04-01 16:32:31
C酱1区,,0,中性,其他,,,2026-04-01 17:46:17
C酱1区,我也更喜欢原皮肤，因为怕刮花和染色，我都是玩的时候才穿这个小衣服,0,正面,其他,,,2026-04-01 17:59:57
C酱1区,盒子扔了，可以垫一些旧衣服吗,0,正面,其他,,收纳,2026-04-01 18:01:44
C酱1区,有钕朋友，因为异地恋也只有用杯子了，出去找风险太大了,0,中性,其他,,,2026-04-01 18:10:07
C酱1区,6，为什么我一次就力竭了,0,中性,其他,,,2026-04-01 18:39:53
C酱1区,就是巴里很多兄弟都在用的coc赤鸢，我也是跟风入的，外形确实做得很顶，黑皮+夸张比例，视觉冲击挺强的，细节像毛孔、锁骨这些也比较到位，所以有点担心对象介意,0,正面,其他,赤鸢,外观、材质,2026-04-01 19:29:01
C酱1区,好滴，我去看看,0,正面,其他,,,2026-04-01 19:29:21
C酱1区,,0,中性,其他,,,2026-04-01 21:32:26
C酱1区,换慢玩的,0,中性,吐槽不满,,通道刺激度,2026-04-01 21:33:12
C酱1区,放啊 洗得更干净,0,中性,其他,,收纳、清洗,2026-04-02 09:18:04
C酱1区,,0,中性,其他,,,2026-04-02 09:18:35
C酱1区,我不要 太大了难搬 下一个▶️,0,中性,其他,,,2026-04-02 10:02:01
C酱1区,可以 半身类真,0,正面,其他,,,2026-04-02 10:58:45
C酱1区,可以的哦,0,正面,简单互动,,,2026-04-02 11:12:38
C酱1区,好看！,0,正面,其他,,外观,2026-04-02 11:13:14
C酱1区,666,0,中性,简单互动,,,2026-04-02 11:14:20
C酱1区,耐力是确实可以锻炼提升的,0,正面,其他,,材质、通道刺激度,2026-04-02 11:15:20
C酱1区,继续蹲蹲,0,中性,其他,,,2026-04-02 11:37:32
C酱1区,接接好运,0,正面,其他,,,2026-04-02 13:32:07
C酱1区,,0,中性,其他,,,2026-04-02 14:00:44
C酱1区,要洗,0,中性,其他,,清洗,2026-04-02 14:02:54
C酱1区,+3,0,中性,其他,,,2026-04-02 14:04:42
C酱1区,tb：coc旗舰店,0,中性,其他,,,2026-04-02 14:09:00
C酱1区,,0,中性,其他,,,2026-04-02 14:10:03
C酱1区,cy,0,中性,其他,,,2026-04-02 14:14:27
C酱1区,,0,中性,其他,,,2026-04-02 14:15:32
C酱1区,有点慢,0,中性,吐槽不满,,,2026-04-02 14:17:11
C酱1区,cy 好好看,0,正面,其他,,外观,2026-04-02 14:27:24
C酱1区,一代是慢玩哦,0,中性,吐槽不满,,通道刺激度,2026-04-02 14:30:00
C酱1区,冲洗软管作用多多,0,正面,其他,,清洗、材质,2026-04-02 14:32:15
C酱1区,机长起飞啦~,0,中性,其他,,,2026-04-02 14:33:27
C酱1区,杯子算吗,0,中性,其他,,,2026-04-02 14:34:31
C酱1区,至少能体会到征服的感觉,0,中性,使用反馈,,,2026-04-02 14:35:36
C酱1区,套宝coc旗舰店就有,0,中性,其他,,,2026-04-02 15:08:28
C酱1区,3斤多是有点重，但是zhen动可以挂机，也可以侧入也不错,0,正面,吐槽不满,,,2026-04-02 18:35:42
C酱1区,这个有多大啊，好不好藏,0,正面,吐槽不满,,收纳,2026-04-02 18:36:58
C酱1区,我感觉挺适合的，很软，慢慢玩很好玩,0,正面,吐槽不满,,材质、通道刺激度,2026-04-02 18:46:21
C酱1区,黑皮真好看！,0,正面,其他,,外观,2026-04-02 18:49:26
C酱1区,包装盒子质感怎么样？,0,中性,咨询问题,,收纳、材质,2026-04-02 19:13:39
C酱1区,大部分不在杯子里，太难清理了，虽然我也喜欢内。设。,0,正面,其他,,,2026-04-02 19:20:37
C酱1区,,0,中性,其他,,,2026-04-03 09:17:14
C酱1区,其实国产的也不错，一般选择大牌子问题不大,0,正面,吐槽不满,,材质,2026-04-03 10:48:36
C酱1区,通道设计很好，三段式仿真通道，简直是体验感的精髓所在,0,正面,使用反馈,,外观、通道,2026-04-03 10:52:58
C酱1区,有一种把二弟往里吸住的感觉，而且做得太真实了，入口处做了柔软外翻的仿真yin唇形设计，贴合度高，包虢感温柔又贴合，没有生硬的摩擦感，很喜欢了,0,正面,使用反馈,,外观、通道、材质、通道刺激度,2026-04-03 10:55:57
C酱1区,星梨奈1：1仿真外形加上双通道玩法多，我感觉从性价比可玩性来说都是第一梯队的,1,中性,使用反馈,星梨奈,外观、通道,2026-04-03 10:56:25
C酱1区,睡醒再洗杯,0,中性,其他,,清洗,2026-04-03 11:06:12
C酱1区,+3,0,中性,其他,,,2026-04-03 11:06:56
C酱1区,保养得当半年及以上,0,中性,其他,,清洗,2026-04-03 16:06:57
C酱1区,没有异味哦，材质很好的tpe，延展性很好,0,正面,其他,,气味、材质,2026-04-03 16:07:24
C酱1区,跟电动牙刷声音差不多大~,0,负面,其他,,噪音、电动功能,2026-04-03 16:07:38
C酱1区,适合慢玩哦，软软的包虢感很足 很舒服,0,正面,吐槽不满,,材质、通道刺激度,2026-04-03 16:42:01
C酱1区,硬杯或者是电动杯都挺次级的,0,负面,其他,,电动功能、材质,2026-04-03 16:44:36
C酱1区,能送我一个玩吗？,0,中性,其他,,,2026-04-03 17:29:59
C酱1区,再好的杯子也不如用嘴舒服,0,正面,其他,,,2026-04-03 17:30:30
C酱1区,星梨奈挺奈玩的,0,中性,其他,星梨奈,,2026-04-03 18:11:27
C酱1区,我的诺诺亚没味道啊，送的香片还挺好闻的,0,正面,其他,诺诺亚,气味,2026-04-03 18:12:02
C酱1区, 我和学长互相帮忙解决,0,中性,其他,,,2026-04-03 19:02:01
C酱1区,很像是小姐姐的tun部,0,中性,其他,,,2026-04-03 22:40:20
C酱1区,🎉,0,中性,其他,,,2026-04-04 18:22:07
C酱1区,电动的要更刺激 娅沙塔是电动的,0,中性,其他,,电动功能、通道刺激度,2026-04-04 18:29:50
C酱1区,也可能是没找到好用的,0,正面,其他,,,2026-04-04 18:31:01
C酱1区,放通道里面的,0,中性,其他,,通道、收纳,2026-04-05 12:11:23
C酱1区,是啊,0,中性,其他,,,2026-04-05 12:11:38
C酱1区,商品页说是奈奈子二代,0,中性,其他,,,2026-04-05 17:13:15
C酱1区,嗯，非常的软，而且软糯软糯的，rua起来的感觉很好，你甚至可以随意蹂躏她,1,正面,使用反馈,,材质,2026-04-05 18:06:24
C酱1区,兔女郎奈奈子,0,中性,其他,,,2026-04-05 18:08:05
C酱1区,只闲鱼和拼多多搜得到了,0,中性,其他,,,2026-04-05 18:08:28
C酱1区,还没有呢 我还没回去,0,中性,其他,,,2026-04-05 22:45:40
C酱1区,兄弟多少出，私你了,0,中性,咨询问题,,,2026-04-06 15:12:36
C酱1区,开奖了吗,0,中性,其他,,,2026-04-06 15:27:18
C酱1区,开奖啦开奖啦！！！ 感谢这一个月以来大家对赤鸢的祝福，下面开本次盖楼获奖吧友 恭喜：@枫与九月 获得赤鸢半身*1 黄油小姐鼠标垫获得者： @落寞寂寥 @碧蓝幻思 @俎桂帆Bv @贴吧用户_G4A71Gb @长安八百里 请以上吧友五个工作日内私信我兑奖～,0,中性,其他,赤鸢、黄油小姐,,2026-04-06 17:08:05
C酱1区,可以,0,正面,其他,,,2026-04-06 17:13:36
C酱1区,放通道里面摩擦增加刺激的,0,中性,其他,,通道、收纳、通道刺激度,2026-04-06 17:14:10
C酱1区,,0,中性,其他,,,2026-04-06 19:05:40
C酱1区,,0,中性,其他,,,2026-04-06 19:05:48
C酱1区,,0,中性,其他,,,2026-04-06 19:05:55
C酱1区,,0,中性,其他,,,2026-04-07 08:58:42
C酱1区,可以，通道属于比较次级的类型，外形很真实,0,正面,其他,,外观、通道、材质,2026-04-07 08:59:28
C酱1区,那确实比较老了，我建议拼多多里面的那些需要肢体接触的要少买，不要贪便宜，既然你要买杯子就要买好的，当然不是要你单纯买贵的，要买那种有好的卫生保障的，这样才好。并夕夕就是便宜，但是质量不怎么滴。当然你觉得好用就当我没说。,0,正面,吐槽不满,,材质,2026-04-07 09:06:53
C酱1区,买你觉得喜欢的就好，我的就当作参考就行。买杯子就是要自己舒服为上嘛,0,正面,使用反馈,,,2026-04-07 09:08:32
C酱1区,电动手动都有，看你怎么用。,0,中性,咨询问题,,电动功能,2026-04-07 09:15:18
C酱1区,反正现在的杯子都很逼真了，连内部结构也做得越来越好了,0,正面,使用反馈,,通道,2026-04-07 09:15:51
C酱1区,好用，而且是肯定比用手好多了的。飞机杯具有手没有的包裹感紧致感，同时还有挤压感，纹理感。飞机杯关键是：频率适度、卫生、力度温柔。反正想要更多维更真实的感觉，无脑入就行了。,0,正面,使用反馈,,通道、材质、通道刺激度,2026-04-07 09:22:22
C酱1区,跟手比的话，飞机杯关键：频率适度、卫生、力度温柔。,0,中性,其他,,通道刺激度,2026-04-07 09:24:07
C酱1区,软软的不愧是暖窝子,1,正面,其他,,材质,2026-04-07 13:57:55
C酱1区,,0,中性,其他,,,2026-04-07 14:03:00
C酱1区,,0,中性,其他,,,2026-04-07 14:03:09
C酱1区,,0,中性,其他,,,2026-04-07 14:03:15
C酱1区,十分给力,0,正面,其他,,,2026-04-07 14:10:21
C酱1区,之前用过有个叫罗格的是白色透明胶体，我刚看已经下架了,0,中性,使用反馈,,,2026-04-07 15:53:57
C酱1区,不用了，兄弟，我已经飞升了，现在每天泡在健身房了,0,中性,使用反馈,,,2026-04-07 15:55:27
C酱1区,职场风格,0,中性,其他,,,2026-04-07 16:10:31
C酱1区,jk+黑si，夯爆了,0,中性,其他,,,2026-04-07 16:11:18
C酱1区,怕麻烦是人的本性嘛,0,中性,其他,,,2026-04-07 16:13:07
C酱1区,可,0,中性,其他,,,2026-04-07 16:32:49
C酱1区,现在飞机杯越做越好，如果你有元子整实体娃娃。跟真的更没有区别了,0,正面,使用反馈,,材质,2026-04-07 16:56:37
C酱1区,有最新的卷吗,0,中性,其他,,,2026-04-07 16:58:54
C酱1区,它是可以调节的，我感觉还是挺强的,0,正面,使用反馈,,,2026-04-07 17:01:11
C酱1区,手很糙，不怕前列腺炎症吗,0,中性,其他,,,2026-04-07 17:07:24
C酱1区,挺好的，一周不充电都行,0,正面,其他,,电动功能,2026-04-07 17:08:35
C酱1区,这类半身回比小杯子更好玩吗？,0,正面,使用反馈,,,2026-04-07 17:09:22
C酱1区,通道我感觉挺“崎岖”的，所以次级度很高，不过贴贴版还是没有1.0次级,0,中性,吐槽不满,,通道、通道刺激度,2026-04-08 14:17:30
C酱1区,,0,中性,其他,,,2026-04-08 14:26:15
C酱1区,我的反正是超级软弹的，黄油泡芙不是吹的,0,正面,其他,,材质,2026-04-08 15:15:40
C酱1区,通道是片状结构（区别于单纯颗粒结构）刮蹭感，很舒服。装击感很强，可以动一下，弹三下，喜欢这个晃动感的会很喜欢~,0,正面,其他,,通道,2026-04-08 15:18:15
C酱1区,,0,中性,其他,,,2026-04-08 16:54:14
C酱1区,👌,0,中性,其他,,,2026-04-08 17:38:30
C酱1区,滴滴https://tieba.baidu.com/p/10411263323?share=9105&fr=sharewise&share_from=post&sfc=copy&client_type=2&client_version=22.4.1.0&st=1775641773&is_video=false&unique=1E735DCB2D3E77462F37AB53BA88C32C,0,中性,咨询问题,,,2026-04-08 17:49:54
C酱1区,cy,0,中性,其他,,,2026-04-08 17:50:54
C酱1区,6,0,中性,其他,,,2026-04-08 17:51:27
C酱1区,赤鸢真的很好看,0,正面,其他,赤鸢,外观,2026-04-08 17:52:28
C酱1区,新手安全上车，很舒服,3,正面,其他,,,2026-04-08 17:57:49
C酱1区,可可狼姬通道清洗可以买一个喷水器，喷进去，然后水会到反弹出来，再抹点中性清洁剂，反复冲洗几次，就干净了。,0,正面,其他,可可狼姬,通道、清洗,2026-04-08 17:58:47
C酱1区,才拿到，细节做得是真不错， 有肚脐眼挺深，搭配合理视觉效果很好，yin唇和周围皮肤做了仿真，配合官搭旗袍夯爆了,0,正面,其他,,,2026-04-08 18:03:41
C酱1区,姿势是好摆的，因为中间内置骨架能稳稳支撑，既能体验柔软触感，又能轻松固定zi势，不会出现塌陷移位的情况,0,正面,使用反馈,,材质,2026-04-08 18:06:21
C酱1区,喜欢周边鼠标垫和立牌,0,正面,其他,,,2026-04-08 18:07:03
C酱1区,可以给个叠券教程吗，哥？,4,正面,其他,,,2026-04-08 18:42:13
C酱1区,一周用2-3次，可以用多久呢？,0,正面,其他,,,2026-04-08 18:55:48
C酱1区,挂机最舒服,0,正面,其他,,,2026-04-08 18:57:08
C酱1区,我的也用了三个多月了，我觉得区别于其他斐济杯星梨奈的材质真不错，材质延展性很强，用力怼也不容易坏（但注意不要用尖锐物品碰到了，有小“伤口”就容易坏,4,正面,使用反馈,星梨奈,材质,2026-04-08 20:32:33
C酱1区,感谢，我也弄个星梨奈锻炼试试,0,中性,其他,星梨奈,通道刺激度,2026-04-08 22:02:32
C酱1区,"可以在宿舍用吗,四人寝室",0,正面,其他,,,2026-04-08 22:04:05
C酱1区,mini款对比1-2代有什么区别啊？,0,中性,使用反馈,,,2026-04-08 22:07:23
C酱1区,可能是领了吧友券的还有国补叠加吧,0,中性,其他,,,2026-04-08 22:21:24
C酱1区,👍,0,中性,简单互动,,,2026-04-09 09:01:53
C酱1区,性价比这一块~拿捏,0,中性,其他,,,2026-04-09 09:03:00
C酱1区,加油,0,中性,其他,,,2026-04-09 09:03:14
C酱1区,慢玩就黄油小姐，如果想要次级一点就选诺诺亚,0,中性,吐槽不满,诺诺亚、黄油小姐,通道刺激度,2026-04-09 10:44:51
C酱1区,过于瑟瑟啦,0,中性,其他,,,2026-04-09 10:46:39
C酱1区,,0,中性,其他,,,2026-04-09 14:28:01
C酱1区,,0,中性,其他,,,2026-04-09 14:28:07
C酱1区,,0,中性,其他,,,2026-04-09 14:28:14
C酱1区,对，绝对是细节和体验上的全面升级，不仅更有分量，视觉冲击力也更强，势的稳定性也得到了保障。如果你想追求更真实的体验，半身娃娃绝对值！,0,正面,使用反馈,,材质,2026-04-09 14:52:01
C酱1区,别把杯子当什么羞耻的东西，它就是工具。你练哑铃能长肌肉，你练圣杯就能长本事。有对象了照样能用（女朋友出差/姨妈/吵架冷战期），你懂的。 先把自己练好了，才是对另一半最大的尊重。,0,中性,其他,,噪音,2026-04-09 15:14:37
C酱1区,嗯哼,0,中性,简单互动,,,2026-04-09 15:37:13
C酱1区,那就放假了在玩,0,中性,其他,,收纳,2026-04-09 16:02:44
C酱1区,cy,0,中性,其他,,,2026-04-09 16:12:37
C酱1区,+3,0,中性,其他,,,2026-04-09 16:13:33
C酱1区,好真实！！！,0,正面,其他,,材质,2026-04-09 16:14:56
C酱1区,cy,0,中性,其他,,,2026-04-09 16:16:55
C酱1区,cy,0,中性,其他,,,2026-04-09 16:17:11
C酱1区,cy,0,中性,其他,,,2026-04-09 16:17:27
C酱1区,好,0,正面,其他,,,2026-04-09 16:18:11
C酱1区,好玩最最最最重要,0,正面,其他,,,2026-04-09 16:19:09
C酱1区,可爱版赤鸢,0,正面,其他,赤鸢,外观,2026-04-09 16:19:41
C酱1区,慢慢dong，越慢越好，快了锻炼不到,0,正面,吐槽不满,,通道刺激度,2026-04-09 16:22:06
C酱1区,xcn🤝,0,中性,其他,,,2026-04-09 16:22:29
C酱1区,真好看啊赤鸢,0,正面,其他,赤鸢,外观,2026-04-09 16:22:46
C酱1区,cy,0,中性,其他,,,2026-04-09 17:03:34
C酱1区,赤鸢大鹅！幽！会！卷！http://tieba.baidu.com/mo/q/checkurl?url=https%3A%2F%2Fshop.m.taobao.com%2Fshop%2Fsr.htm%3Fp%3DD1qd6Il_nYpgg_8_vlBiL&urlrefer=4c6d8791786d73b28508791a3e5dd3a8,0,中性,咨询问题,赤鸢,,2026-04-09 17:22:32
C酱1区,性价比太可以了,0,正面,其他,,,2026-04-09 17:26:23
C酱1区,诺诺亚升级版星梨奈,0,中性,其他,星梨奈、诺诺亚,,2026-04-09 17:34:05
C酱1区,不是错觉后面更紧,0,中性,其他,,通道,2026-04-09 17:39:52
C酱1区,,0,中性,其他,,,2026-04-09 17:40:32
C酱1区,会不会掉色？,0,中性,其他,,,2026-04-09 20:21:09
C酱1区,用了两个月了没掉。,0,中性,使用反馈,,,2026-04-09 20:24:19
C酱1区,感谢！看来这段时间的功夫没有白费啊,0,中性,其他,,,2026-04-09 20:34:33
C酱1区,对，哈哈哈哈哈,0,中性,其他,,,2026-04-09 20:37:55
C酱1区,通道好玩，但也比较好清洗的,0,正面,使用反馈,,通道、清洗,2026-04-09 20:44:31
C酱1区,我拿到手没发现特别严重，就正常,0,中性,使用反馈,,,2026-04-09 20:58:13
C酱1区,明白了，感谢老哥！,0,中性,其他,,,2026-04-09 20:59:18
C酱1区,不同赛道。慢玩选黄油，刺激选可可。预算够就两个都要。,0,中性,吐槽不满,可可狼姬,通道刺激度,2026-04-09 21:39:31
C酱1区,对，可可狼姬的重量确实完美，有压感又不累人。清洗也方便。,0,正面,其他,可可狼姬,外观、清洗、材质,2026-04-09 21:39:47
C酱1区,很真实啦,0,正面,其他,,材质,2026-04-10 09:06:30
C酱1区,666,0,中性,简单互动,,,2026-04-10 09:07:15
C酱1区,或者是交替次级,0,中性,其他,,,2026-04-10 09:07:45
C酱1区,🕶,0,中性,其他,,,2026-04-10 09:08:19
C酱1区,我操，兄弟，你怕不是网络延迟了呀，怎么三个小时啊？,0,中性,咨询问题,,,2026-04-10 09:54:18
C酱1区,,0,中性,其他,,,2026-04-10 10:07:06
C酱1区,可以啊，包上塑料密封袋，然后放抱枕里面,0,正面,其他,,收纳,2026-04-10 10:15:22
C酱1区,是的,0,中性,其他,,,2026-04-10 10:17:51
C酱1区,盒子确实好看，周边尤其是那个立牌很精致，这次从人设到产品本身都很符合我的审美,0,正面,其他,,外观、收纳、材质,2026-04-10 10:54:42
C酱1区,用杯子确实比用手舒服多了,0,正面,其他,,材质,2026-04-10 10:55:04
C酱1区,重要地方有染色吗,0,中性,其他,,,2026-04-10 10:56:57
C酱1区,清洗给力这一点十分重要！,0,正面,其他,,清洗,2026-04-10 10:57:17
C酱1区,现在上国补了，要当面开箱吗？,0,中性,使用反馈,,,2026-04-10 10:57:38
C酱1区,很软吗？会不会软塌塌的啊,0,正面,其他,,材质,2026-04-10 10:58:46
C酱1区,我看是双通道，两个通道体验有区别吗,0,中性,使用反馈,,通道,2026-04-10 11:04:41
C酱1区,怎么说呢，618不一定有国补但是大促嘛价格肯定不会更高，但是现在价格也很好，早买早享受,0,正面,吐槽不满,,,2026-04-10 11:05:38
C酱1区,好喜欢那个加息功能，超舒服的,0,正面,其他,,,2026-04-10 11:06:09
C酱1区,没差的，包好看,0,中性,其他,,外观,2026-04-10 11:08:13
C酱1区,会的，但是也有上限，最终还跟年龄和身体条件有关,0,中性,吐槽不满,,,2026-04-10 11:16:46
C酱1区,期待你的,0,中性,其他,,,2026-04-10 14:00:24
C酱1区,好呀,0,正面,其他,,,2026-04-10 14:28:01
C酱1区,保养得当一年也可以,0,正面,其他,,清洗,2026-04-10 14:28:18
C酱1区,,0,中性,其他,,,2026-04-10 15:05:17
C酱1区,想要一滴不剩,0,中性,其他,,,2026-04-10 17:28:45
C酱1区,我也很好奇，这个跟真仁有啥区别啊,0,正面,其他,,,2026-04-10 17:36:27
C酱1区,我比较好奇这种跟普通的杯子体验区别很大吗,0,正面,使用反馈,,,2026-04-10 17:37:40
C酱1区,绝对的啊，现在上国补了诶,0,正面,使用反馈,,,2026-04-10 17:50:28
C酱1区,那你现在用星梨奈频率高吗？,0,中性,使用反馈,星梨奈,,2026-04-10 18:52:22
C酱1区,一周3-4次，有空了就想玩,0,中性,其他,,,2026-04-10 18:52:36
C酱1区,准备个大盆洗,0,中性,其他,,清洗,2026-04-10 22:31:24
C酱1区,放通道里面的增加阻力摩擦感 从而增加刺激,0,中性,其他,,通道、收纳、通道刺激度,2026-04-11 08:59:32
C酱1区,这种更软,0,正面,其他,,材质,2026-04-11 09:06:30
C酱1区,这码,0,中性,其他,,,2026-04-11 09:06:57
C酱1区,半身这种外形代入感更强啦,0,正面,其他,,外观,2026-04-11 09:08:07
C酱1区,http://tieba.baidu.com/p/10411263323?unique=9C78258986A4A94EB8C76D4C4C9355DD&fr=sharewise&client_version=12.93.3.0&sfc=copy&is_video=false&client_type=1&share=9105&share_from=comment&st=1775869748,0,中性,咨询问题,,,2026-04-11 09:09:24
C酱1区,变着花样来,0,中性,其他,,,2026-04-11 13:12:18
C酱1区,怪不好意思的，委托别人买的,0,正面,吐槽不满,,,2026-04-11 13:13:26
C酱1区,忍不了了,0,中性,其他,,,2026-04-11 13:13:38
C酱1区,懂了😉,0,中性,其他,,,2026-04-11 16:30:14
